date,year,month,Idnest,massegg,number,clutch size
24-Jun-06,2006,Jun,ALS1,4.8,A,3
24-Jun-06,2006,Jun,ALS1,4.8,B,3
24-Jun-06,2006,Jun,ALS1,4.65,C,3
24-Jun-06,2006,Jun,ALS,4.8,A,3
24-Jun-06,2006,Jun,ALS,4.6,B,3
24-Jun-06,2006,Jun,ALS,4.35,C,3
24-Jun-06,2006,Jun,ALS2,3.8,A,2
24-Jun-06,2006,Jun,ALS2,3.6,B,2
24-Jun-06,2006,Jun,ALS3,5.55,A,3
24-Jun-06,2006,Jun,ALS3,5.35,B,3
24-Jun-06,2006,Jun,ALS3,5.15,C,3
29-Jun-06,2006,Jun,ALS4,3.75,1,4
29-Jun-06,2006,Jun,ALS4,3.8,2,4
29-Jun-06,2006,Jun,ALS4,4.15,3,4
29-Jun-06,2006,Jun,ALS4,4,4,4
29-Jun-06,2006,Jun,ALS5,4,1,4
29-Jun-06,2006,Jun,ALS5,3.85,4,4
29-Jun-06,2006,Jun,ALS5,4.35,3,4
3-Jun-06,2006,Jun,ALS6,4.95,A,3
3-Jun-06,2006,Jun,ALS6,4.35,B,3
3-Jun-06,2006,Jun,ALS6,4.55,C,3
27-Jun-06,2006,Jun,ALS7,3.85,1,3
27-Jun-06,2006,Jun,ALS7,4,2,3
27-Jun-06,2006,Jun,ALS7,4.15,3,3
6-Jun-06,2006,Jun,ALS8,4.7,A,3
6-Jun-06,2006,Jun,ALS8,4.55,B,3
6-Jun-06,2006,Jun,ALS8,4.4,C,3
27-Apr-06,2006,Apr,ALS9,5.05,A,3
27-Apr-06,2006,Apr,ALS9,4.8,B,3
27-Apr-06,2006,Apr,ALS9,4.8,C,3
27-Apr-06,2006,Apr,ALS10,4.35,A,3
27-Apr-06,2006,Apr,ALS10,4,B,3
27-Apr-06,2006,Apr,ALS10,4.3,C,3
1-Jul-06,2006,Jul,ALS11,4.35,1,3
1-Jul-06,2006,Jul,ALS11,4.95,2,3
1-Jul-06,2006,Jul,ALS11,4.65,3,3
8-Jul-06,2006,Jul,ALS12,5.2,1,3
8-Jul-06,2006,Jul,ALS12,5.3,2,3
8-Jul-06,2006,Jul,ALS12,4.75,3,3
2-Apr-06,2006,Apr,ALS 13,3.75,1,3
2-Apr-06,2006,Apr,ALS 13,4.3,2,3
2-Apr-06,2006,Apr,ALS 13,4,3,3
18-May-06,2006,May,ALS 41,3.75,A,4
18-May-06,2006,May,ALS 41,4,B,4
18-May-06,2006,May,ALS 41,4,C,4
18-May-06,2006,May,ALS 41,4.2,D,4
30-May-06,2006,May,ALS 46,3.8,A,3
30-May-06,2006,May,ALS 46,4.05,B,3
30-May-06,2006,May,ALS 46,4.45,C,3
5-Apr-06,2006,Apr,ALS14,3.75,1,3
5-Apr-06,2006,Apr,ALS14,4.35,2,3
5-Apr-06,2006,Apr,ALS14,4,3,3
4-Apr-06,2006,Apr,ALS100,4.3,1,3
4-Apr-06,2006,Apr,ALS100,4.8,2,3
4-Apr-06,2006,Apr,ALS100,4.7,3,3
29-Jun-06,2006,Jun,ALS101,5.05,1,3
29-Jun-06,2006,Jun,ALS101,4.65,2,3
29-Jun-06,2006,Jun,ALS101,4.85,3,3
13-Jul-06,2006,Jul,ALS107,4.2,A,2
13-Jul-06,2006,Jul,ALS107,4.2,B,2
16-Jul-06,2006,Jul,ALS107,4,A,2
16-Jul-06,2006,Jul,ALS107,3.65,B,2
8-Jul-06,2006,Jul,ALS107,4.45,A,2
8-Jul-06,2006,Jul,ALS107,4.35,B,2
13-Jul-06,2006,Jul,ALS111,4.95,1,3
13-Jul-06,2006,Jul,ALS111,5,2,3
13-Jul-06,2006,Jul,ALS111,4.6,3,3
13-Apr-06,2006,Apr,ALS18,3.65,1,4
13-Apr-06,2006,Apr,ALS18,3.9,2,4
13-Apr-06,2006,Apr,ALS18,3.8,3,4
13-Apr-06,2006,Apr,ALS18,3.85,4,4
25-Apr-06,2006,Apr,ALS22,4.4,1,3
25-Apr-06,2006,Apr,ALS22,4.6,2,3
25-Apr-06,2006,Apr,ALS22,4.15,3,3
1-May-06,2006,May,ALS22,4.15,1,2
1-May-06,2006,May,ALS22,4.2,2,2
28-Apr-06,2006,Apr,ALS23,4.15,1,4
28-Apr-06,2006,Apr,ALS23,4.55,2,4
28-Apr-06,2006,Apr,ALS23,4.15,3,4
28-Apr-06,2006,Apr,ALS23,4.3,4,4
7-May-06,2006,May,ALS24,5.13,1,3
7-May-06,2006,May,ALS24,4.85,2,3
7-May-06,2006,May,ALS24,5.25,3,3
9-May-06,2006,May,ALS34,4.75,A,3
9-May-06,2006,May,ALS34,4.4,B,3
9-May-06,2006,May,ALS34,4.65,C,3
15-May-06,2006,May,ALS38,4.45,1,3
15-May-06,2006,May,ALS38,5.2,2,3
15-May-06,2006,May,ALS38,5.3,3,3
18-May-06,2006,May,ALS41,3.75,A,4
18-May-06,2006,May,ALS41,4,B,4
18-May-06,2006,May,ALS41,4,C,4
18-May-06,2006,May,ALS41,4.2,D,4
12-May-06,2006,May,ALS41,4.05,A,2
12-May-06,2006,May,ALS41,4.2,B,2
21-May-06,2006,May,ALS44,4.7,A,3
21-May-06,2006,May,ALS44,4.9,B,3
21-May-06,2006,May,ALS44,4.55,C,3
24-May-06,2006,May,ALS45,4.1,1,3
24-May-06,2006,May,ALS45,4.25,2,3
24-May-06,2006,May,ALS45,3.7,3,3
28-May-06,2006,May,ALS45,3.8,1,3
28-May-06,2006,May,ALS45,4.05,2,3
28-May-06,2006,May,ALS45,2.75,3,3
30-May-06,2006,May,ALS45,3.8,1,3
30-May-06,2006,May,ALS45,3.25,2,3
30-May-06,2006,May,ALS45,2.7,3,3
18-May-06,2006,May,ALS46,5,A,3
18-May-06,2006,May,ALS46,4.65,B,3
18-May-06,2006,May,ALS46,4.9,C,3
20-May-06,2006,May,ALS47,4.55,A,3
20-May-06,2006,May,ALS47,4.7,B,3
20-May-06,2006,May,ALS47,4.65,C,3
25-May-06,2006,May,ALS49,5.8,1,3
25-May-06,2006,May,ALS49,5.4,2,3
25-May-06,2006,May,ALS49,5.65,3,3
28-May-06,2006,May,ALS49,5.4,1,3
28-May-06,2006,May,ALS49,4.2,2,3
28-May-06,2006,May,ALS49,5.2,3,3
13-Apr-06,2006,Apr,ALS5,4,A,3
13-Apr-06,2006,Apr,ALS5,4.15,B,3
13-Apr-06,2006,Apr,ALS5,3.85,C,3
28-May-06,2006,May,ALS57,4.4,1,3
28-May-06,2006,May,ALS57,4.65,2,3
28-May-06,2006,May,ALS57,5.1,3,3
31-May-06,2006,May,ALS57,4.5,1,3
31-May-06,2006,May,ALS57,4.5,2,3
31-May-06,2006,May,ALS57,4.15,3,3
4-Jun-06,2006,Jun,ALS57,4.65,1,3
4-Jun-06,2006,Jun,ALS57,4.35,2,3
4-Jun-06,2006,Jun,ALS57,4.85,3,3
28-May-06,2006,May,ALS57,1.85,N/A,1
13-Apr-06,2006,Apr,ALS6,3.85,1,4
13-Apr-06,2006,Apr,ALS6,3.65,2,4
13-Apr-06,2006,Apr,ALS6,3.75,3,4
13-Apr-06,2006,Apr,ALS6,3.8,4,4
21-Apr-06,2006,Apr,ALS6,3.55,1,3
21-Apr-06,2006,Apr,ALS6,3.5,2,3
21-Apr-06,2006,Apr,ALS6,3.6,3,3
30-May-06,2006,May,ALS62,4.45,A,3
30-May-06,2006,May,ALS62,4.25,B,3
30-May-06,2006,May,ALS62,4.4,C,3
8-Jun-06,2006,Jun,ALS64,4.65,1,3
8-Jun-06,2006,Jun,ALS64,4.45,2,3
8-Jun-06,2006,Jun,ALS64,4.65,3,3
8-Jun-06,2006,Jun,ALS72,5.1,1,4
8-Jun-06,2006,Jun,ALS72,5.2,2,4
8-Jun-06,2006,Jun,ALS72,4.95,3,4
8-Jun-06,2006,Jun,ALS72,5.1,4,4
12-Jun-06,2006,Jun,ALS72,5.05,1,3
12-Jun-06,2006,Jun,ALS72,5.1,2,3
12-Jun-06,2006,Jun,ALS72,4.15,4,3
8-Jun-06,2006,Jun,ALS73,4.8,A,1
8-Jun-06,2006,Jun,ALS77,4.85,1,4
8-Jun-06,2006,Jun,ALS77,4.5,2,4
8-Jun-06,2006,Jun,ALS77,4.7,3,4
8-Jun-06,2006,Jun,ALS77,4.55,4,4
11-Jun-06,2006,Jun,ALS77,4.5,1,3
11-Jun-06,2006,Jun,ALS77,4.45,3,3
11-Jun-06,2006,Jun,ALS77,4.35,4,3
5-Jul-06,2006,Jul,ALS8?,4.8,X,4
14-Jun-06,2006,Jun,ALS80,4.7,1,4
14-Jun-06,2006,Jun,ALS80,4.45,2,4
14-Jun-06,2006,Jun,ALS80,5.05,3,4
14-Jun-06,2006,Jun,ALS80,4.75,4,4
18-May-06,2006,May,ALS81,3.75,A,4
18-May-06,2006,May,ALS81,4,B,4
18-May-06,2006,May,ALS81,4,C,4
18-May-06,2006,May,ALS81,4.2,D,4
10-Jun-06,2006,Jun,ALS81,5.3,1,4
10-Jun-06,2006,Jun,ALS81,4.9,2,4
10-Jun-06,2006,Jun,ALS81,5,3,4
10-Jun-06,2006,Jun,ALS81,5.4,4,4
22-Jun-06,2006,Jun,ALS81,5.3,1,3
22-Jun-06,2006,Jun,ALS81,5.05,3,3
22-Jun-06,2006,Jun,ALS81,5.35,4,3
25-Jun-06,2006,Jun,ALS81,5.2,1,3
25-Jun-06,2006,Jun,ALS81,4.9,3,3
25-Jun-06,2006,Jun,ALS81,4.9,4,3
19-Jun-06,2006,Jun,ALS82,4.75,1,4
19-Jun-06,2006,Jun,ALS82,4.75,2,4
19-Jun-06,2006,Jun,ALS82,4.4,3,4
19-Jun-06,2006,Jun,ALS82,4.65,4,4
22-Jun-06,2006,Jun,ALS82,4.6,1,3
22-Jun-06,2006,Jun,ALS82,4.55,4,3
22-Jun-06,2006,Jun,ALS82,4.8,3,3
25-Jun-06,2006,Jun,ALS82,4.45,1,3
25-Jun-06,2006,Jun,ALS82,4.2,4,3
25-Jun-06,2006,Jun,ALS82,4.55,3,3
24-Jun-06,2006,Jun,ALS82,4.2,1,3
24-Jun-06,2006,Jun,ALS82,3.85,4,3
24-Jun-06,2006,Jun,ALS82,4.45,3,3
29-Jun-06,2006,Jun,ALS87,4.45,1,3
29-Jun-06,2006,Jun,ALS87,5.1,2,3
29-Jun-06,2006,Jun,ALS87,4.85,3,3
5-Jul-06,2006,Jul,ALS87,4.35,X,3
25-Jun-06,2006,Jun,ALS89,4.6,1,4
25-Jun-06,2006,Jun,ALS89,4.7,2,4
25-Jun-06,2006,Jun,ALS89,4.65,3,4
25-Jun-06,2006,Jun,ALS89,4.85,4,4
24-Jun-06,2006,Jun,ALS89,4.5,1,4
24-Jun-06,2006,Jun,ALS89,4.65,2,4
24-Jun-06,2006,Jun,ALS89,4.55,3,4
24-Jun-06,2006,Jun,ALS89,4.75,4,4
3-Jul-06,2006,Jul,ALS89,4.3,1,4
3-Jul-06,2006,Jul,ALS89,4.5,2,4
3-Jul-06,2006,Jul,ALS89,4.6,4,4
22-Jun-06,2006,Jun,ALS93,3.8,1,4
22-Jun-06,2006,Jun,ALS93,4.3,2,4
22-Jun-06,2006,Jun,ALS93,4.15,3,4
22-Jun-06,2006,Jun,ALS93,4.15,4,4
25-Jun-06,2006,Jun,ALS93,4.2,2,3
25-Jun-06,2006,Jun,ALS93,4.05,3,3
25-Jun-06,2006,Jun,ALS93,4,4,3
26-Jun-06,2006,Jun,ALS98,4.45,1,4
26-Jun-06,2006,Jun,ALS98,4.4,2,4
26-Jun-06,2006,Jun,ALS98,4.6,3,4
26-Jun-06,2006,Jun,ALS98,4.4,4,4
24-Jun-06,2006,Jun,ALS98,4.4,1,3
24-Jun-06,2006,Jun,ALS98,4.3,2,3
24-Jun-06,2006,Jun,ALS98,4.55,3,3
3-Jul-06,2006,Jul,ALS98,4.25,1,3
3-Jul-06,2006,Jul,ALS98,4.05,2,3
3-Jul-06,2006,Jul,ALS98,4.35,3,3
6-Jul-06,2006,Jul,ALS98,3.4,1,3
6-Jul-06,2006,Jul,ALS98,3.4,2,3
5-Apr-06,2006,Apr,AY/BB,0.9,A,4
5-Apr-06,2006,Apr,AY/BB,1.4,B,4
5-Apr-06,2006,Apr,AY/BB,0.75,C,4
5-Apr-06,2006,Apr,AY/BB,2.55,D,4
7-Jun-06,2006,Jun,GL1,5.3,1,3
7-Jun-06,2006,Jun,GL1,4.3,2,3
7-Jun-06,2006,Jun,GL1,4.75,3,3
20-Jun-06,2006,Jun,GL2,2.65,2,2
20-Jun-06,2006,Jun,GL2,4.05,3,2
14-Jun-06,2006,Jun,GL3,5,A,3
14-Jun-06,2006,Jun,GL3,4.95,B,3
14-Jun-06,2006,Jun,GL3,4.55,C,3
5-Jun-06,2006,Jun,GL4,5.2,A,3
5-Jun-06,2006,Jun,GL4,4.95,B,3
5-Jun-06,2006,Jun,GL4,5.35,C,3
25-Jun-06,2006,Jun,GL5,4.4,1,3
25-Jun-06,2006,Jun,GL5,3.6,2,3
25-Jun-06,2006,Jun,GL5,3.75,3,3
28-Jun-06,2006,Jun,GL6,3.6,2,3
28-Jun-06,2006,Jun,GL6,3.75,3,3
7-Jun-06,2006,Jun,GL7,5,A,3
7-Jun-06,2006,Jun,GL7,5.25,B,3
7-Jun-06,2006,Jun,GL7,5.2,C,3
9-Jun-06,2006,Jun,GL8,4.45,1,4
9-Jun-06,2006,Jun,GL8,4.15,3,4
9-Jun-06,2006,Jun,GL8,4.5,4,4
29-May-06,2006,May,GL9,4.05,1,3
29-May-06,2006,May,GL9,4.15,2,3
29-May-06,2006,May,GL9,3.55,3,3
24-Apr-06,2006,Apr,GL 44,4.15,C,3
24-Apr-06,2006,Apr,GL 44,3.85,A,3
24-Apr-06,2006,Apr,GL 44,4.35,B,3
28-Apr-06,2006,Apr,GL 51,4.8,A,3
28-Apr-06,2006,Apr,GL 51,4.3,C,3
18-May-06,2006,May,GL 63,4.55,1,3
18-May-06,2006,May,GL 63,4.2,2,2
18-May-06,2006,May,GL 69,4.95,1,3
18-May-06,2006,May,GL 69,5.1,2,4
18-May-06,2006,May,GL 69,4.75,3,4
18-May-06,2006,May,GL 69,4.8,4,4
18-May-06,2006,May,GL 72,4.4,1,2
18-May-06,2006,May,GL 72,4.9,2,3
18-May-06,2006,May,GL 72,4.65,3,3
6-Mar-06,2006,Mar,GL1111,4.8,1,3
6-Mar-06,2006,Mar,GL1111,4.2,2,3
6-Mar-06,2006,Mar,GL1111,3.9,3,3
26-Mar-06,2006,Mar,GL10,3.5,1,3
18-Jun-06,2006,Jun,GL100,4.2,1,2
18-Jun-06,2006,Jun,GL100,4.35,2,2
17-Jun-06,2006,Jun,GL100,4.95,A,3
17-Jun-06,2006,Jun,GL100,5.25,B,3
17-Jun-06,2006,Jun,GL100,5,C,3
20-Jun-06,2006,Jun,GL101,4.7,A,3
20-Jun-06,2006,Jun,GL101,4.15,B,3
20-Jun-06,2006,Jun,GL101,4.8,C,3
23-Jun-06,2006,Jun,GL102,5,A,3
23-Jun-06,2006,Jun,GL102,4.75,B,3
23-Jun-06,2006,Jun,GL102,4.65,C,3
25-Jun-06,2006,Jun,GL103,5.05,A,2
25-Jun-06,2006,Jun,GL103,5.35,B,2
2-Jul-06,2006,Jul,GL105,4.6,A,2
2-Jul-06,2006,Jul,GL105,4.4,B,2
28-Mar-06,2006,Mar,GL11,4.35,1,3
28-Mar-06,2006,Mar,GL11,4.6,2,3
28-Mar-06,2006,Mar,GL11,4.15,3,3
26-Mar-06,2006,Mar,GL12,3.3,1,3
26-Mar-06,2006,Mar,GL12,2.8,2,3
26-Mar-06,2006,Mar,GL12,2.9,3,3
26-Mar-06,2006,Mar,GL13,4.5,1,4
26-Mar-06,2006,Mar,GL13,3.9,2,4
26-Mar-06,2006,Mar,GL13,4.1,3,4
26-Mar-06,2006,Mar,GL13,3.9,4,4
26-Mar-06,2006,Mar,GL14,4,1,4
26-Mar-06,2006,Mar,GL14,4.6,2,4
26-Mar-06,2006,Mar,GL14,4.5,3,4
26-Mar-06,2006,Mar,GL14,4.4,4,4
28-Mar-06,2006,Mar,GL14,4.05,1,3
28-Mar-06,2006,Mar,GL14,4.3,2,3
28-Mar-06,2006,Mar,GL14,4.3,3,3
26-Mar-06,2006,Mar,GL15,3.3,1,3
26-Mar-06,2006,Mar,GL15,3.6,2,3
26-Mar-06,2006,Mar,GL15,3.7,3,3
21-Mar-06,2006,Mar,GL2,5.1,1,3
21-Mar-06,2006,Mar,GL2,3.9,2,3
21-Mar-06,2006,Mar,GL2,3.7,3,3
19-Mar-06,2006,Mar,GL2,5.1,1,3
19-Mar-06,2006,Mar,GL2,3.9,2,3
19-Mar-06,2006,Mar,GL2,3.7,3,3
29-Mar-06,2006,Mar,GL2,4.35,1,3
29-Mar-06,2006,Mar,GL2,2.95,2,3
29-Mar-06,2006,Mar,GL2,3.45,3,3
4-Apr-06,2006,Apr,GL20,4.4,1,2
4-Apr-06,2006,Apr,GL20,4.3,2,2
4-Apr-06,2006,Apr,GL22,5.55,1,3
4-Apr-06,2006,Apr,GL22,5.05,2,3
4-Apr-06,2006,Apr,GL22,4.7,3,3
6-Apr-06,2006,Apr,GL24,4.6,A,4
6-Apr-06,2006,Apr,GL24,4.6,B,4
6-Apr-06,2006,Apr,GL24,4.5,C,4
6-Apr-06,2006,Apr,GL24,4.75,D,4
4-Apr-06,2006,Apr,GL25,4.65,1,2
4-Apr-06,2006,Apr,GL25,4.25,2,2
3-Apr-06,2006,Apr,GL26,4,1,3
3-Apr-06,2006,Apr,GL26,4.45,2,3
3-Apr-06,2006,Apr,GL26,4.15,3,3
28-Apr-06,2006,Apr,GL28,4.85,A,3
28-Apr-06,2006,Apr,GL28,4.85,B,3
28-Apr-06,2006,Apr,GL28,4.85,C,3
11-Apr-06,2006,Apr,GL29,4.65,1,1
21-Mar-06,2006,Mar,GL3,3.9,1,3
21-Mar-06,2006,Mar,GL3,3.7,2,3
21-Mar-06,2006,Mar,GL3,4.4,3,3
19-Mar-06,2006,Mar,GL3,3.9,1,3
19-Mar-06,2006,Mar,GL3,3.7,2,3
19-Mar-06,2006,Mar,GL3,4.4,3,3
13-Apr-06,2006,Apr,GL30,4.5,A,3
13-Apr-06,2006,Apr,GL30,4.55,B,3
13-Apr-06,2006,Apr,GL30,4.8,C,3
15-Apr-06,2006,Apr,GL31,4.15,A,3
15-Apr-06,2006,Apr,GL31,4.55,B,3
15-Apr-06,2006,Apr,GL31,4.5,C,3
15-Apr-06,2006,Apr,GL32,4.35,1,4
15-Apr-06,2006,Apr,GL32,4.85,2,4
15-Apr-06,2006,Apr,GL32,5,3,4
15-Apr-06,2006,Apr,GL32,4.5,4,4
14-Apr-06,2006,Apr,GL32,3.7,A,3
14-Apr-06,2006,Apr,GL32,3.85,B,3
14-Apr-06,2006,Apr,GL32,3.75,C,3
14-Apr-06,2006,Apr,GL33,4.55,A,3
14-Apr-06,2006,Apr,GL33,4.15,B,3
14-Apr-06,2006,Apr,GL33,4.35,C,3
15-Apr-06,2006,Apr,GL35,4.5,A,2
15-Apr-06,2006,Apr,GL35,4.1,B,2
15-Apr-06,2006,Apr,GL37,5.1,A,3
15-Apr-06,2006,Apr,GL37,4.8,B,3
15-Apr-06,2006,Apr,GL37,5.05,C,3
18-Apr-06,2006,Apr,GL38,4.05,A,3
18-Apr-06,2006,Apr,GL38,3.9,B,3
18-Apr-06,2006,Apr,GL38,4.25,C,3
15-Apr-06,2006,Apr,GL39,4.4,1,3
15-Apr-06,2006,Apr,GL39,4.05,2,3
15-Apr-06,2006,Apr,GL39,3.95,3,3
23-Apr-06,2006,Apr,GL40,3.45,1,4
23-Apr-06,2006,Apr,GL40,3.55,2,4
23-Apr-06,2006,Apr,GL40,3.55,3,4
23-Apr-06,2006,Apr,GL40,3.55,4,4
15-Apr-06,2006,Apr,GL40,3.7,1,4
15-Apr-06,2006,Apr,GL40,3.85,2,4
15-Apr-06,2006,Apr,GL40,4.05,3,4
15-Apr-06,2006,Apr,GL40,3.95,4,4
21-Apr-06,2006,Apr,GL41,4.05,A,3
21-Apr-06,2006,Apr,GL41,4.4,B,3
21-Apr-06,2006,Apr,GL41,4.3,C,3
21-Apr-06,2006,Apr,GL42,4.65,A,4
21-Apr-06,2006,Apr,GL42,4.6,B,4
21-Apr-06,2006,Apr,GL42,4.6,C,4
21-Apr-06,2006,Apr,GL42,4.85,D,4
22-Apr-06,2006,Apr,GL43,4.75,A,3
22-Apr-06,2006,Apr,GL43,5.05,B,3
22-Apr-06,2006,Apr,GL43,4.55,C,3
24-Apr-06,2006,Apr,GL44,3.85,A,3
24-Apr-06,2006,Apr,GL44,4.35,B,3
24-Apr-06,2006,Apr,GL44,4.15,C,3
19-Apr-06,2006,Apr,GL45,4,A,2
19-Apr-06,2006,Apr,GL45,4.2,B,2
23-Apr-06,2006,Apr,GL46,4.5,1,4
23-Apr-06,2006,Apr,GL46,4.15,2,4
23-Apr-06,2006,Apr,GL46,4.3,3,4
23-Apr-06,2006,Apr,GL46,3.95,4,4
23-Apr-06,2006,Apr,GL47,4.95,A,2
23-Apr-06,2006,Apr,GL47,5.2,B,2
26-Apr-06,2006,Apr,GL47,4.85,A,4
26-Apr-06,2006,Apr,GL47,5.1,B,4
26-Apr-06,2006,Apr,GL47,5.05,C,4
26-Apr-06,2006,Apr,GL47,5.35,D,4
29-Apr-06,2006,Apr,GL48,4.25,1,2
29-Apr-06,2006,Apr,GL48,4.3,2,2
23-Apr-06,2006,Apr,GL48,4.6,1,3
23-Apr-06,2006,Apr,GL48,4.6,2,3
23-Apr-06,2006,Apr,GL48,4.3,3,3
25-Mar-06,2006,Mar,GL5,3.5,1,3
25-Mar-06,2006,Mar,GL5,3.5,2,3
25-Mar-06,2006,Mar,GL5,4,3,3
26-Apr-06,2006,Apr,GL50,4.3,1,3
26-Apr-06,2006,Apr,GL50,4.15,2,3
26-Apr-06,2006,Apr,GL50,4.25,3,3
6-May-06,2006,May,GL50,3.35,A,4
6-May-06,2006,May,GL50,3.05,B,4
6-May-06,2006,May,GL50,3.15,C,4
6-May-06,2006,May,GL50,3,D,4
28-Apr-06,2006,Apr,GL51,4.5,B,3
28-Apr-06,2006,Apr,GL51,4.8,A,3
28-Apr-06,2006,Apr,GL51,4.5,B,3
28-Apr-06,2006,Apr,GL51,4.3,C,3
28-Apr-06,2006,Apr,GL51,4.8,A,3
28-Apr-06,2006,Apr,GL51,4.5,B,3
28-Apr-06,2006,Apr,GL51,4.3,C,3
28-Apr-06,2006,Apr,GL52,4.35,A,4
28-Apr-06,2006,Apr,GL52,4.65,B,4
28-Apr-06,2006,Apr,GL52,5,C,4
28-Apr-06,2006,Apr,GL52,4.75,D,4
30-Apr-06,2006,Apr,GL52,4.25,A,2
30-Apr-06,2006,Apr,GL52,4.7,B,2
20-May-06,2006,May,GL53,x,A,4
20-May-06,2006,May,GL53,2.35,B,4
20-May-06,2006,May,GL53,3.65,C,4
20-May-06,2006,May,GL53,3.6,D,4
29-Apr-06,2006,Apr,GL55,5,1,3
29-Apr-06,2006,Apr,GL55,3.5,2,3
29-Apr-06,2006,Apr,GL55,4.5,3,3
12-May-06,2006,May,GL57,4.35,1,3
12-May-06,2006,May,GL57,4.2,2,3
12-May-06,2006,May,GL57,4.1,3,3
13-May-06,2006,May,GL58,4.35,1,3
13-May-06,2006,May,GL58,3.85,2,3
13-May-06,2006,May,GL58,4.1,3,3
13-May-06,2006,May,GL59,4.3,1,4
13-May-06,2006,May,GL59,4.1,2,4
13-May-06,2006,May,GL59,4.3,3,4
13-May-06,2006,May,GL59,4.3,4,4
14-May-06,2006,May,GL61,4.25,A,3
14-May-06,2006,May,GL61,4.3,B,3
14-May-06,2006,May,GL61,4.7,C,3
14-May-06,2006,May,GL62,3.85,A,3
14-May-06,2006,May,GL62,3.85,B,3
14-May-06,2006,May,GL62,4.2,C,3
12-May-06,2006,May,GL62,3.3,1,3
12-May-06,2006,May,GL62,3.25,2,3
12-May-06,2006,May,GL62,3.55,N/A,3
18-May-06,2006,May,GL63,4.55,1,2
18-May-06,2006,May,GL63,4.2,2,2
18-May-06,2006,May,GL63,4.55,1,2
18-May-06,2006,May,GL63,4.2,2,2
14-May-06,2006,May,GL63,4.75,1,2
14-May-06,2006,May,GL63,4.35,2,2
15-May-06,2006,May,GL64,4.3,A,3
15-May-06,2006,May,GL64,4.8,B,3
15-May-06,2006,May,GL64,4.3,C,3
18-May-06,2006,May,GL65,5.1,A,3
18-May-06,2006,May,GL65,4.6,B,3
18-May-06,2006,May,GL65,5.4,C,3
22-May-06,2006,May,GL66,4.3,A,3
22-May-06,2006,May,GL66,4.2,B,3
22-May-06,2006,May,GL66,4.15,C,3
17-May-06,2006,May,GL66,4.35,A,3
17-May-06,2006,May,GL66,4.25,B,3
17-May-06,2006,May,GL66,4.2,C,3
22-May-06,2006,May,GL67,4.6,1,4
22-May-06,2006,May,GL67,4.8,2,4
22-May-06,2006,May,GL67,4.7,3,4
22-May-06,2006,May,GL67,4.35,4,4
17-May-06,2006,May,GL67,4.95,1,4
17-May-06,2006,May,GL67,5.25,2,4
17-May-06,2006,May,GL67,5.15,3,4
17-May-06,2006,May,GL67,4.75,4,4
17-May-06,2006,May,GL68,4.35,1,3
17-May-06,2006,May,GL68,4.9,2,3
